,word,pinyin,definition
5930,规矩,guī jǔ,lit. compass and set square/fig. established standard/rule/customs/practices/fig. upright and honest/well-behaved
5931,归来,guī lái,to return/to come back
5932,柜台,guì tái,variant of 櫃檯|柜台[gui4 tai2]
5933,贵族,guì zú,lord/nobility/nobleman/noblewoman/aristocrat/aristocracy
5935,棍子,gùn zi,stick; rod
5938,过错,guò cuò,mistake/fault/responsibility (for a fault)
5939,过节,guò jié,to celebrate a festival/after the celebrations (i.e. once the festival is over)
5940,过期,guò qī,to be overdue/to exceed the time limit/to expire (as in expiration date)
5942,过失,guò shī,error/fault/(law) negligence/delinquency
5943,国土,guó tǔ,country's territory/national land
5944,海岸,hǎi àn,coastal/seacoast
5945,海盗,hǎi dào,pirate
5946,害羞,hài xiū,shy/embarrassed/bashful
5947,海滩,hǎi tān,beach/CL:片[pian4]
5948,航行,háng xíng,to sail/to fly/to navigate
5949,好比,hǎo bǐ,to be just like; can be compared to
5950,毫不,háo bù,hardly/not in the least/not at all
5951,好感,hǎo gǎn,good opinion/favorable impression
5952,豪华,háo huá,luxurious
5955,好说,hǎo shuō,easy to deal with; not a problem/(polite answer) you flatter me
5956,毫无,háo wú,not in the least/to completely lack
5957,好笑,hǎo xiào,laughable; funny; ridiculous
5958,好心,hǎo xīn,kindness/good intentions
5959,好意,hǎo yì,good intention/kindness
5960,何必,hé bì,there is no need/why should
5961,喝彩,hè cǎi,to acclaim/to cheer
5962,何处,hé chǔ,whence/where
5964,合伙,hé huǒ,to act jointly/to form a partnership
5965,和解,hé jiě,to settle (a dispute out of court)/to reconcile/settlement/conciliation/to become reconciled
5966,何况,hé kuàng,let alone/to say nothing of/besides/what's more
5967,河流,hé liú,river/CL:條|条[tiao2]
5968,何时,hé shí,when
5970,黑客,hēi kè,hacker (computing) (loanword)
5972,痕迹,hén jì,vestige/mark/trace
5976,红灯,hóng dēng,red light
5977,轰动,hōng dòng,to cause a sensation/to create a stir in (a place)/commotion/controversy
5981,轰炸,hōng zhà,to bomb/to bombard/CL:陣|阵[zhen4]
5983,后备,hòu bèi,reserve; backup
5984,后代,hòu dài,descendant/progeny/posterity/later ages/later generations
5985,喉咙,hóu lóng,the throat
5986,后台,hòu tái,backstage area/behind-the-scenes supporter/(computing) back-end/background
5987,后退,hòu tuì,to recoil/to draw back/to fall back/to retreat
5989,护理,hù lǐ,to nurse/to tend and protect
5990,胡闹,hú nào,to act willfully and make a scene/to make trouble
5991,胡说,hú shuō,to talk nonsense/drivel
5992,糊涂,hú tú,muddled/silly/confused
5993,滑冰,huá bīng,to skate/skating
5994,滑雪,huá xuě,to ski/skiing
5995,滑稽,huá jī,"comical; funny; amusing (old pr. [gu3 ji1])/huaji, a form of comedy performance popular in Shanghai, Jiangsu and Zhejiang"
5996,华丽,huá lì,gorgeous
5997,化身,huà shēn,incarnation/reincarnation/embodiment (of abstract idea)/personification
5998,化验,huà yàn,chemical examination/to do a lab test
5999,花样,huā yàng,pattern/way of doing sth/trick/ruse/fancy-style (as in 花樣滑冰|花样滑冰[hua1 yang4 hua2 bing1] figure skating)
6000,化妆,huà zhuāng,to put on makeup
6001,怀抱,huái bào,"to hug/to cherish/within the bosom (of the family)/to embrace (also fig. an ideal, aspiration etc)"
6002,怀里,huái lǐ,embrace/bosom
6003,怀孕,huái yùn,pregnant/to have conceived/gestation/pregnancy
6004,怀着,huái zhe,"harbor, carry"
6005,坏事,huài shì,bad thing; misdeed/to ruin things
6007,欢呼,huān hū,to cheer for/to acclaim
6008,幻觉,huàn jué,illusion/hallucination/figment of one's imagination
6009,缓慢,huǎn màn,slow
6010,环球,huán qiú,around the world/worldwide
6011,换取,huàn qǔ,to obtain (sth) in exchange/to exchange (sth) for (sth else)
6012,幻影,huàn yǐng,phantom/mirage
6013,谎话,huǎng huà,lie
6016,荒谬,huāng miù,absurd/ridiculous
6017,皇后,huáng hòu,empress/imperial consort
6018,皇室,huáng shì,royal family/imperial household/member of the royal family
6019,谎言,huǎng yán,lie
6022,回归,huí guī,to return to/to retreat/regression (statistics)
6023,毁坏,huǐ huài,to damage/to devastate/to vandalize/damage/destruction
6024,毁灭,huǐ miè,to perish/to ruin/to destroy
6025,贿赂,huì lù,to bribe/a bribe
6026,会面,huì miàn,to meet with/meeting
6027,回想,huí xiǎng,to recall/to recollect/to think back
6029,昏迷,hūn mí,to lose consciousness/to be in a coma/stupor/coma/stunned/disoriented
6030,婚纱,hūn shā,wedding dress/CL:身[shen1]
6031,浑身,hún shēn,all over/from head to foot
6032,婚姻,hūn yīn,"matrimony/wedding/marriage/CL:樁|桩[zhuang1],次[ci4]"
6033,货车,huò chē,truck/van/freight wagon
6034,活儿,huó er,work/(lots of) things to do
6035,活该,huó gāi,(coll.) serve sb right/deservedly/ought/should
6036,火花,huǒ huā,spark/sparkle
6037,火炬,huǒ jù,(flaming) torch/CL:把[ba3]
6038,火山,huǒ shān,volcano
6039,火焰,huǒ yàn,blaze/flame
6040,火药,huǒ yào,gunpowder
6041,获胜,huò shèng,victorious/to win/to triumph
6042,货物,huò wù,goods/commodity/merchandise/CL:宗[zong1]
6048,即便,jí biàn,even if/even though/right away/immediately
6049,级别,jí bié,(military) rank/level/grade
6050,极度,jí dù,extremely
6051,嫉妒,jí dù,to be jealous of; to envy
6052,饥饿,jī è,hunger/starvation/famine
6053,激发,jī fā,to arouse/to stimulate/(physics) to excite
6054,继父,jì fù,stepfather
6055,记号,jì hào,mark/symbol/notation/seal
6056,集会,jí huì,"to gather/assembly/meeting/CL:個|个[ge4],次[ci4]"
6057,迹象,jì xiàng,sign; indication; mark; indicator
6058,激光,jī guāng,laser
6059,激活,jī huó,to activate
6060,激励,jī lì,to encourage/to urge/motivation/incentive
6061,激素,jī sù,hormone
6062,几率,jī lǜ,probability/odds
6063,寂寞,jì mò,lonely/lonesome/(of a place) quiet/silent
6065,吉普,jí pǔ,Jeep (car brand)
6066,计时,jì shí,to measure time/to time/to reckon by time
6067,棘手,jí shǒu,thorny (problem)/intractable
6068,吉他,jí tā,guitar (loanword)/CL:把[ba3]
6069,机灵,jī líng,clever/quick-witted
6070,机密,jī mì,secret/classified (information)
6071,极限,jí xiàn,limit/extreme boundary
6072,急需,jí xū,to urgently need/urgent need
6073,基因,jī yīn,gene (loanword)
6074,基于,jī yú,because of/on the basis of/in view of/on account of
6079,驾车,jià chē,to drive a vehicle
6080,家伙,jiā huo,"household dish, implement or furniture/domestic animal/(coll.) guy/chap/weapon"
6081,假定,jiǎ dìng,to assume/to suppose/supposed/so-called/assumption/hypothesis
6082,假设,jiǎ shè,to suppose/to presume/to assume/supposing that .../if/hypothesis/conjecture
6083,假装,jiǎ zhuāng,to feign/to pretend
6084,架子,jià zi,shelf/frame/stand/framework/airs/arrogance
6085,家族,jiā zú,family/clan
6088,间谍,jiàn dié,spy
6089,简短,jiǎn duǎn,"brief (statement, summary etc)/briefly/brevity"
6090,监管,jiān guǎn,to oversee/to take charge of/to supervise/to administer/supervisory/supervision
6091,监护,jiān hù,to act as a guardian
6093,监控,jiān kòng,to monitor
6094,见识,jiàn shí,to gain first-hand knowledge of sth/to experience for oneself/knowledge/experience/insight
6095,监视,jiān shì,to monitor/to keep a close watch over/surveillance
6096,坚守,jiān shǒu,to hold fast to/to stick to
6097,减速,jiǎn sù,to reduce speed/to slow down/to take it easy
6098,肩膀,jiān bǎng,shoulder
6099,坚信,jiān xìn,to believe firmly/without any doubt
6100,监狱,jiān yù,prison
6101,鉴于,jiàn yú,in view of/seeing that/considering/whereas
6102,见证,jiàn zhèng,to be witness to/witness/evidence
6103,兼职,jiān zhí,to hold concurrent posts/concurrent job/moonlighting
6107,奖杯,jiǎng bēi,trophy cup
6108,降临,jiàng lín,to descend/to arrive/to come
6109,奖品,jiǎng pǐn,award/prize
6110,讲述,jiǎng shù,to talk about; to narrate; to give an account
6112,交叉,jiāo chā,to cross/to intersect/to overlap
6113,轿车,jiào chē,"enclosed carriage for carrying passengers/motor carriage/car or bus/limousine/CL:部[bu4],輛|辆[liang4]"
6114,教养,jiào yǎng,to educate; to bring up; to nurture/upbringing; breeding; culture
6115,较量,jiào liàng,to pit oneself against sb/to compete with sb/contest/battle/to haggle/to quibble
6116,角落,jiǎo luò,nook; corner
6117,胶片,jiāo piàn,(photographic) film
6119,焦虑,jiāo lǜ,anxious/worried/apprehensive
6120,交谈,jiāo tán,to discuss; to converse/chat; discussion
6121,狡猾,jiǎo huá,crafty; cunning; sly
6125,戒备,jiè bèi,to take precautions/to guard against (emergency)
6126,劫持,jié chí,to kidnap/to hijack/to abduct/to hold under duress
6127,揭发,jiē fā,to expose/to bring to light/to disclose/revelation
6128,介入,jiè rù,to intervene; to get involved
6129,介意,jiè yì,to care about/to take offense/to mind
6130,解雇,jiě gù,to fire/to sack/to dismiss/to terminate employment
6131,结果,jié guǒ,outcome/result/conclusion/in the end/as a result/to kill/to dispatch
6133,解救,jiě jiù,to rescue/to help out of difficulties/to save the situation
6134,结局,jié jú,conclusion/ending
6135,借口,jiè kǒu,to use as an excuse/excuse; pretext
6136,揭露,jiē lù,to expose/to unmask/to ferret out/to disclose/disclosure
6137,解剖,jiě pōu,to dissect (an animal)/to analyze/anatomy
6138,解散,jiě sàn,to dissolve/to disband
6139,解脱,jiě tuō,to untie/to free/to absolve of/to get free of/to extirpate oneself/(Buddhism) to free oneself of worldly worries
6140,结尾,jié wěi,ending/coda/to wind up
6141,界限,jiè xiàn,boundary
6142,揭晓,jiē xiǎo,to announce publicly/to publish/to make known/to disclose
6143,接手,jiē shǒu,to take over (duties etc)/catcher (baseball etc)
6144,接替,jiē tì,to replace/to take over (a position or post)
6145,接通,jiē tōng,to connect/to put through
6146,借用,jiè yòng,to borrow sth for another use/to borrow an idea for one's own use
6147,戒指,jiè zhǐ,(finger) ring
6148,进程,jìn chéng,course of events; process
6149,进出,jìn chū,to enter or exit/to go through
6150,进度,jìn dù,rate of progress
6152,金子,jīn zi,gold
6153,尽情,jìn qíng,as much as one likes
6154,谨慎,jǐn shèn,cautious/prudent
6155,金属,jīn shǔ,metal/CL:種|种[zhong3]
6156,尽头,jìn tóu,end; extremity; limit
6159,警车,jǐng chē,police car
6160,境地,jìng dì,circumstances
6161,竟敢,jìng gǎn,to have the impertinence/to have the cheek to
6162,警官,jǐng guān,constable; police officer
6163,净化,jìng huà,to purify
6165,经受,jīng shòu,to undergo (hardship)/to endure/to withstand
6166,敬礼,jìng lǐ,to salute/salute
6168,惊慌,jīng huāng,to panic/to be alarmed
6169,惊奇,jīng qí,to be amazed/to be surprised/to wonder
6170,惊叹,jīng tàn,to exclaim in admiration/a gasp of surprise
6171,惊讶,jīng yà,amazed/astonished/to surprise/amazing/astonishment/awe
6172,精明,jīng míng,astute; shrewd; smart
6173,精确,jīng què,accurate; precise
6175,精心,jīng xīn,with utmost care/fine/meticulous/detailed
6176,精英,jīng yīng,cream/elite/essence/quintessence
6177,精致,jīng zhì,delicate/fine/exquisite/refined
6178,警惕,jǐng tì,to be on the alert/vigilant/alert/on guard/to warn
6179,竞选,jìng xuǎn,to take part in an election/to run for office
6180,敬意,jìng yì,respect; esteem; high regard
6181,纠缠,jiū chán,to be in a tangle/to nag
6182,酒精,jiǔ jīng,alcohol/ethanol CH3CH2OH/ethyl alcohol/also written 乙醇/grain alcohol
6184,救济,jiù jì,emergency relief/to help the needy with cash or goods
6186,举报,jǔ bào,to report (malefactors to the police)/to denounce
6187,聚集,jù jí,to assemble/to gather
6189,拘留,jū liú,to detain (a prisoner)/to keep sb in custody
6190,剧情,jù qíng,story line/plot/drama (genre)
6191,巨人,jù rén,giant
6192,巨型,jù xíng,giant; enormous
6193,巨星,jù xīng,"(astronomy) giant star/(fig.) superstar (of opera, basketball etc)"
6194,沮丧,jǔ sàng,dispirited/dejected/dismayed
6195,局势,jú shì,situation/state (of affairs)
6196,剧院,jù yuàn,"theater/CL:家[jia1],座[zuo4]"
6197,举止,jǔ zhǐ,bearing/manner/mien
6198,剧组,jù zǔ,cast and crew/performers and production team
6199,卷入,juǎn rù,to be drawn into/to be involved in
6200,捐献,juān xiàn,to donate/to contribute/donation/contribution
6202,爵士,jué shì,knight/Sir/(loanword) jazz
6203,角逐,jué zhú,to tussle/to contend/to contest
6204,军官,jūn guān,officer (military)
6205,卡车,kǎ chē,truck/CL:輛|辆[liang4]
6206,卡片,kǎ piàn,card
6208,卡通,kǎ tōng,cartoon (loanword)
6209,开场,kāi chǎng,to begin/to open/to start/beginning of an event
6210,开除,kāi chú,to expel (a member of an organization)/to fire (an employee)
6211,开动,kāi dòng,to start/to set in motion/to move/to march/to dig in (eating)/to tuck in (eating)
6212,开工,kāi gōng,to begin work (of a factory or engineering operation)/to start a construction job
6213,开口,kāi kǒu,to open one's mouth/to start to talk
6214,开启,kāi qǐ,to open/to start/(computing) to enable
6215,开枪,kāi qiāng,to open fire/to shoot a gun
6216,开张,kāi zhāng,to open a business/first transaction of a business day
6217,开支,kāi zhī,"expenditures/expenses/CL:筆|笔[bi3], 項|项[xiang4]/to spend money/(coll.) to pay wages"
6219,看护,kān hù,to nurse/to look after/to watch over/(old) hospital nurse
6221,看重,kàn zhòng,to regard as important; to value
6222,抗拒,kàng jù,to resist/to defy/to oppose
6224,抗争,kàng zhēng,to resist/to make a stand and fight (against)
6225,慷慨,kāng kǎi,vehement; fervent/generous; magnanimous
6227,可悲,kě bēi,lamentable
6228,可耻,kě chǐ,shameful/disgraceful/ignominious
6230,科幻,kē huàn,science fiction/abbr. for 科學幻想|科学幻想[ke1 xue2 huan4 xiang3]
6231,刻意,kè yì,intentionally; deliberately; purposely/painstakingly; meticulously
6232,克隆,kè lóng,clone (loanword)
6233,客房,kè fáng,guest room/room (in a hotel)
6234,可恶,kě wù,repulsive/vile/hateful/abominable
6235,可笑,kě xiào,funny/ridiculous
6236,可信,kě xìn,trustworthy
6237,可行,kě xíng,feasible
6238,可疑,kě yí,suspicious/dubious
6239,克制,kè zhì,to restrain/to control/restraint/self-control
6241,空白,kòng bái,blank space
6242,恐怖,kǒng bù,terrible/frightful/frightening/terror/terrorist
6243,空地,kòng dì,vacant land/open space
6244,恐吓,kǒng hè,to threaten/to menace
6245,恐慌,kǒng huāng,panic/panicky/panic-stricken
6246,恐惧,kǒng jù,to be frightened/fear/dread
6247,控告,kòng gào,to accuse/to charge/to indict
6248,恐龙,kǒng lóng,dinosaur; CL:頭|头[tou2]/(old) (slang) ugly person
6249,空虚,kōng xū,hollow/emptiness/meaningless
6250,口径,kǒu jìng,bore; caliber; diameter; aperture/(fig.) stance (on an issue); version (of events); account; narrative; line
6251,口气,kǒu qì,tone of voice/the way one speaks/manner of expression/tone
6252,口水,kǒu shuǐ,saliva
6253,口味,kǒu wèi,a person's preferences/tastes (in food)/flavor
6255,口音,kǒu yīn,voice/accent
6256,苦恼,kǔ nǎo,vexed/distressed
6257,苦难,kǔ nàn,suffering
6258,哭泣,kū qì,to weep
6260,夸奖,kuā jiǎng,to praise/to applaud/to compliment
6262,夸张,kuā zhāng,to exaggerate/overstated; exaggerated/hyperbole/(coll.) excessive; ridiculous; outrageous
6263,宽容,kuān róng,lenient/tolerant/indulgent/charitable/to forgive
6264,宽恕,kuān shù,to forgive/forgiveness
6265,狂欢,kuáng huān,party/carousal/hilarity/merriment/whoopee/to carouse
6266,狂热,kuáng rè,zealotry/fanatical/feverish
6267,况且,kuàng qiě,moreover/besides/in addition/furthermore
6269,困惑,kùn huò,bewildered/perplexed/confused/difficult problem/perplexity
6270,困境,kùn jìng,predicament; plight
6271,扩散,kuò sàn,to spread; to proliferate; to diffuse
6274,蜡烛,là zhú,"candle/CL:根[gen1],支[zhi1]"
6275,来宾,lái bīn,guest/visitor
6276,来电,lái diàn,"incoming telephone call (or telegram)/to phone in; to send in a telegram/to have an instant attraction to sb/(of electricity, after an outage) to come back"
6277,来访,lái fǎng,to pay a visit
